title,description,url
CityHealth Opens New COVID-19 Testing Site in El Cerrito,"EL CERRITO, Calif., March 10, 2021 /PRNewswire/ -- CityHealth Urgent Care has opened a COVID-19 testing location at 3223 Carlson Boulevard, ...",https://www.prnewswire.com/news-releases/cityhealth-opens-new-covid-19-testing-site-in-el-cerrito-301244393.html
St. Jerome - St. Vincent de Paul - Contra Costa County,"Online directory of local service providers. ... El Cerrito, CA 94530. (510) 525-0876 ... Undesignated Temporary Financial Assistance. Description.",https://cccc.myresourcedirectory.com/index.php?option=com_cpx&task=resource.view&id=2863049&search_history_id=5279986&code=N
DUI Programs :: Behavioral Health,"DUI classes offered via the internet DO NOT meet California's DUI Program requirements. ... 1251 California Avenue, Suite 600 ... El Cerrito, CA 94530",https://cchealth.org/aod/dui.php
"St. John the Baptist School - El Cerrito, CA","Catholic Preschool, Elementary, and Middle School located in El Cerrito, California. Our Teachers Work to Empower and Give Your Kids the Kind of Learning ...",https://stjohnec.org/
"help pay for food programs in El Cerrito, CA | findhelp.org","help pay for food programs and help in El Cerrito, CA. Search 26 social services programs to assist you.",https://www.findhelp.org/food/help-pay-for-food--el-cerrito-ca?postal=94530
Verizon at El Cerrito Plaza,Find Verizon at 410 El Cerrito Plz El Cerrito California 94530.,https://www.verizon.com/stores/details/california/el-cerrito/el-cerrito-plaza-322505/
"STD Testing, Treatment & Vaccines in El Cerrito, CA - Planned ...",El Cerrito Health Center offers the following services related to the ... and meet financial criteria may qualify for the Merck Vaccine Patient Assistance ...,https://www.plannedparenthood.org/health-center/california/el-cerrito/94530/el-cerrito-health-center-3940-90200/std-testing-treatment
"Legal FAQs for Renters in Contra Costa County, CA","For example, residents of the cities of Antioch, Concord, El Cerrito, ... pay your rent because of a COVID-19 financial hardship, like business closure, ...",https://legalfaq.org/covid/ca/contracostacounty
El Cerrito Plaza Station - BART.gov,"El Cerrito Plaza is one of two BART stations in the City of El Cerrito. It serves southern El Cerrito, northern Albany, Kensington and nearby areas of ...",https://www.bart.gov/stations/plza
"Center For Better Hearing in El Cerrito, CA 94530 - Healthy ...","Read verified clinic information, patient reviews and make an appointment at Center For Better Hearing, 190 El Cerrito Plaza, El Cerrito, California 94530.",https://www.healthyhearing.com/hearing-aids/29503-center-for-better-hearing
Off the Grid | Food Trucks & Catering | Official Website,"In 2020 alone we worked with 108 food businesses and 5 courier partners to provide 627,000 meals to over 6,500 individuals. Our food relief programs are ...",https://offthegrid.com/
ABC Unified School District,"... the State of California as a leader in educational planning and innovation. ... Cerritos, Hawaiian Gardens, and portions of Lakewood, Long Beach, ...",https://www.abcusd.us/
"Economic Development | El Cerrito, CA - Official Website","Facilitate private investment by property owners, developers, and businesses, which will benefit the community through increased and diversified tax ...",https://www.el-cerrito.org/128/Economic-Development
Economic Recovery of Women- and Minority-Owned Businesses ...,"“It is well known that California is home to the largest share of minority business enterprises in America, surpassing all other states. What is less understood ...",https://a60.asmdc.org/press-releases/20210819-economic-recovery-women-and-minority-owned-businesses
Premier Banker - El Cerrito Plaza - Wells Fargo,"Wells Fargo is seeking a Senior Branch Premier Banker (SAFE) in Consumer and Small Business Banking, as part of Branch Banking. Learn more about our career ...",https://www.wellsfargojobs.com/job/el-cerrito/premier-banker-el-cerrito-plaza-el-cerrito-ca/1251/25008904240
Rapid Response (New Version 2021) — Centro Community Partners,"We partnered with CAMEO to help 90 entrepreneurs apply for the California ... Adela Orucuta - Founder of Adela's World of the Children (El Cerrito, CA).",https://www.centrocommunity.org/rapid-response-new-version-2021
Enterprise Bank & Trust: Home,Welcome to Enterprise ... Current information on Enterprise and COVID-19 ... Maximizing Cash Flow to Help Your Business Survive and Thrive | Best Practices.,https://www.enterprisebank.com/
El Cerrito Chamber of Commerce (@CerritoChamber) / Twitter,"El Cerrito, CA elcerritochamber.org Joined August 2018 ... Small Business Resource Guide for info that can help you start, grow, ...",https://twitter.com/cerritochamber
El Cerrito Senior High - USNews.com,"Get information on El Cerrito Senior High in El Cerrito, CA including enrollment, state testing assessments and student body breakdown.",https://www.usnews.com/education/best-high-schools/california/districts/west-contra-costa-unified-school-district/el-cerrito-senior-high-3108
"Attorney Jobs in El Cerrito, CA (Hiring Now!) - Zippia","What you'll do: You will assist with a wide variety of employment matters that are core to Invitae's business and growth, and you will work extensively across ...",https://www.zippia.com/attorney-el-cerrito-ca-jobs/
"Owner/Manager Jobs in El Cerrito, CA (Hiring Now!) - Zippia","Assistant GM - Restaurant ... Here at Boston Market, we are Far From Fries. A career at Boston Market means more: it means flexible hours, wholesome food, ...",https://www.zippia.com/owner-manager-el-cerrito-ca-jobs/
"Premium auditor Jobs in El Cerrito, CA | Glassdoor","Search Premium auditor jobs in El Cerrito, CA with company ratings & salaries. 4 open jobs for Premium auditor in El Cerrito.","https://www.glassdoor.com/Job/el-cerrito-ca-premium-auditor-jobs-SRCH_IL.0,13_IC1147349_KO14,29.htm"
"Black and African American Therapists in El Cerrito, CA","You may have a goal of living a meaningful life in all of its richness - and are seeking help with mental health concerns, such as depression, anxiety, trauma, ...",https://www.psychologytoday.com/us/therapists/african-american/ca/el-cerrito
"El Cerrito, California - City-Data.com","El Cerrito, California ; Estimated median household income in 2019: $116,356 ( ; it was $57,253 ; in 2000). El Cerrito: $116,356. CA: $80,440 ; Estimated per capita ...",http://www.city-data.com/city/El-Cerrito-California.html
Issue Brief: California's Use of Federal Pandemic Aid - Little ...,"and the Coronavirus Fiscal Recovery Fund under the ... CARES Act: California Distribution of the Coronavirus Relief Fund ... El Cerrito. $308,098.",https://lhc.ca.gov/sites/lhc.ca.gov/files/Reports/260/Report260.pdf
Newsom proposes stimulus checks for majority of Californians,"The coronavirus bottom line: As of Sunday, California had 3,654,545 ... on the counter at Big 5 Sporting Goods in El Cerrito on Sept.",https://calmatters.org/newsletters/whatmatters/2021/05/california-stimulus-checks-relief-package-newsom/
Top El Cerrito Alcohol and Drug Rehab Centers in CA,"Top El Cerrito, CA Addiction Recovery Centers: Reviews and Ratings. When you're putting money toward your health, your future and your family's wellbeing, ...",https://recovery.org/browse/el-cerrito-ca/
Alameda County Reactivates Disaster Relief Fund - Patch,"Alameda County Reactivates Disaster Relief Fund - Alameda, CA - Due to the ... The other is the COVID-19 Disaster Relief Recovery Fund, ...",https://patch.com/california/alameda/alameda-county-reactivates-disaster-relief-fund
Department of Public Health,"The Los Angeles County Department of Public Health (Public Health) today released the latest data on COVID-19. 2,275 New COVID-19 cases (2,793,776 cases to date) ...",http://publichealth.lacounty.gov/
LA Arts Recovery Fund - Getty Center,A pandemic relief and recovery fund initiated by Getty to support arts nonprofits and visual artists in Los Angeles County in response to the COVID-19 ...,https://www.getty.edu/foundation/initiatives/current/la_covid_fund.html
"City of Richmond, Pogo Park awarded $10M in Caltrans grants",The City of Richmond has been awarded $10 million in grant funding from the California Department of Transportation (Caltrans) Clean ...,https://richmondstandard.com/richmond/2022/03/08/city-of-richmond-pogo-park-awarded-10m-in-caltrans-grants/
Richmond Promise application deadline extended,The extra time comes in the wake of Cal Grant's extension of financial aid application deadlines to March 31 for students attending schools ...,https://richmondstandard.com/richmond/2022/03/09/richmond-promise-application-deadline-extended/
"Women's Health Care in El Cerrito, CA - Planned Parenthood",LEEP (treatment of abnormal pap); mammogram referrals; menopause and midlife education; menopause and midlife testing and treatment; Pap test; sexual response ...,https://www.plannedparenthood.org/health-center/california/el-cerrito/94530/el-cerrito-health-center-3940-90200/womens-health
"Birth Control - El Cerrito, CA - Methods, Pills, Shot, IUD and ...",cervical cap (FemCap); condom; dental dams; diaphragm; emergency contraception (morning-after pill); female condom; fertility awareness method; IUD (hormonal) ...,https://www.plannedparenthood.org/health-center/california/el-cerrito/94530/el-cerrito-health-center-3940-90200/birth-control
Emergency Dental Care in El Cerrito CA,"If you have any dental concerns, we are here to help you get the treatment you need. Please call with any questions. Many patients may be unsure whether a ...",https://www.dentistsofelcerritoplaza.com/dental-health-services/emergency.html
"Walk-In COVID Vaccine Near Me - El Cerrito, California - CVS","As of August 23, 2021, the FDA has issued full approval of the Pfizer-BioNTech vaccine for ages 16+. The previously issued Emergency Use Authorizations (EUA) ...",https://www.cvs.com/store-locator/cvs-pharmacy-locations/covid-vaccine/California/El-Cerrito
"Home Care Services In El Cerrito, CA - Senior Helpers","We offer tailored home care services ranging from companion care for seniors who need daily assistance to in-depth specialized care for those with Alzheimer's, ...",https://www.seniorhelpers.com/ca/berkeley/
"one-on-one support programs in El Cerrito, CA | findhelp.org","one-on-one support programs and help in El Cerrito, CA. Search 321 social services programs to assist you. ... by LGBT National Help Center.",https://www.findhelp.org/care/one-on-one-support--newark-ca?postal=94530
"LGBTQ Services in El Cerrito, CA - Planned Parenthood","Lesbian, Gay, Bisexual, Transgender Services at the El Cerrito Health Center. Trusted health care for nearly 100 years by Planned Parenthood.",https://www.plannedparenthood.org/health-center/california/el-cerrito/94530/el-cerrito-health-center-3940-90200/lgbtq
Premier Banker - El Cerrito Plaza - Wells Fargo,"Advise customers on various aspects of recommended and available product and services. Identify client needs and goals for business, mortgage, retirement and ...",https://www.wellsfargojobs.com/job/el-cerrito/premier-banker-el-cerrito-plaza-el-cerrito-ca/1251/25008904240?utm_source=linkup&utm_medium=referrer
"El Cerrito Business News | El Cerrito, CA Patch","El Cerrito, CA local business news, updates, events and opinions.",https://patch.com/california/elcerrito/business?page=2
MEMORANDUM - City of El Cerrito,"of El Cerrito 2021-22 Tax and Revenue Anticipation Notes (TRAN) a short-term rating of “SP-1,” representing an improvement from last year's ...",http://www.el-cerrito.org/DocumentCenter/View/15709/CM-Update-0604021
